"l";"y";"actual"
"1";3.44586433129316;0.43;-3.01586433129316
"2";-0.21038431649386;0.4;0.61038431649386
"3";2.24293043833128;0.66;-1.58293043833128
"4";2.81652642828083;1.1;-1.71652642828083
"5";3.84274119465716;4.34;0.497258805342844
"6";4.30620977732381;7.08;2.77379022267619
"7";6.6218145985194;3.34;-3.2818145985194
"8";-0.34575802710551;1.27;1.61575802710551
"9";1.6831868535165;0.65;-1.0331868535165
"10";0.130014025931255;0.77;0.639985974068745
"11";1.42804740081045;0.66;-0.768047400810447
"12";-0.285830091499165;0.37;0.655830091499165
"13";1.3763912899417;0.43;-0.946391289941697
"14";0.900961922392082;0.38;-0.520961922392082
"15";-0.542379465399323;0.64;1.18237946539932
"16";1.45303395857491;2.19;0.736966041425085
"17";5.44521111098236;3.68;-1.76521111098236
"18";3.92846535217443;3.39;-0.53846535217443
"19";2.19017659612736;1.86;-0.330176596127356
"20";0.871428543311076;0.61;-0.261428543311076
"21";0.530471683217638;0.73;0.199528316782362
"22";0.907740175321247;0.8;-0.107740175321247
"23";0.585977955077056;0.66;0.0740220449229444
"24";0.67712143777256;0.4;-0.277121437772559
"25";0.354363584610719;0.45;0.0956364153892813
"26";0.545271638062213;0.49;-0.0552716380622127
"27";1.01194064217777;1.08;0.0680593578222259
"28";2.39621097064323;1.89;-0.506210970643226
"29";2.77318142181518;5.49;2.71681857818482
"30";5.03921026668565;7.26;2.22078973331435
"31";4.8216905457503;3.24;-1.5816905457503
"32";0.421313819868894;1.29;0.868686180131106
"33";1.12937822851286;0.75;-0.379378228512863
"34";0.657467954625232;1.17;0.512532045374768
"35";1.30835118890354;0.65;-0.658351188903538
"36";-0.140373695408618;0.41;0.550373695408618
"37";1.19711416837849;0.37;-0.827114168378493
"38";0.40709904510403;0.48;0.0729009548959701
"39";0.647021899281641;0.64;-0.00702189928164132
"40";2.3263930968233;1.77;-0.556393096823305
"41";4.97649431829017;2.83;-2.14649431829017
"42";3.20916466079408;4.01;0.800835339205919
"43";3.29063028441055;1.97;-1.32063028441055
"44";0.507962769057891;0.57;0.0620372309421088
"45";0.793083588391784;0.52;-0.273083588391784
"46";0.707160118908402;0.63;-0.0771601189084022
"47";0.699755377902838;0.5;-0.199755377902838
"48";0.316222152583517;0.42;0.103777847416482
"49";0.584868390390223;0.48;-0.104868390390223
"50";0.624605259741481;0.52;-0.104605259741481
"51";0.720188755868917;1.71;0.989811244131083
"52";2.46363872522269;2.17;-0.293638725222691
"53";2.94327475844769;4.35;1.40672524155231
"54";4.19233040728;5.22;1.02766959272
"55";3.28946798547688;2.54;-0.749467985476882
"56";0.777782964601255;1.97;1.19221703539874
"57";1.5691869903219;0.81;-0.759186990321903
"58";0.425534454223471;1.71;1.28446554577653
"59";1.71295865468626;0.61;-1.10295865468626
"60";-0.0895804424591476;0.45;0.539580442459148
"61";0.833178635718713;0.32;-0.513178635718713
"62";0.660977660878169;0.43;-0.230977660878169
"63";1.1278600618437;0.62;-0.507860061843702
"64";1.78858562590125;1.88;0.0914143740987545
"65";4.01468459944356;4.53;0.515315400556443
"66";4.30935332504271;8.98;4.67064667495729
"67";7.57633410152455;5.23;-2.34633410152455
"68";1.97327414865546;1.39;-0.583274148655462
"69";0.577418419380389;0.8;0.222581580619611
"70";1.19547212756769;0.57;-0.625472127567692
"71";0.810604831698081;0.55;-0.260604831698081
"72";0.0997024173901656;0.49;0.390297582609834
"73";0.676818666870821;0.43;-0.246818666870821
"74";1.11105833990167;0.46;-0.651058339901666
"75";0.136071326138365;0.81;0.673928673861635
"76";1.9074783604483;1.08;-0.827478360448303
"77";4.87640574761019;3.08;-1.79640574761019
"78";4.78850232905044;5.83;1.04149767094956
"79";4.78360077312028;2.11;-2.67360077312028
"80";0.204900123135733;0.67;0.465099876864267
"81";0.537738471116348;0.7;0.162261528883652
"82";0.849398099811513;0.66;-0.189398099811513
"83";0.775787912642556;0.61;-0.165787912642556
"84";0.288428276056348;0.5;0.211571723943652
"85";0.667759234738097;0.35;-0.317759234738097
"86";0.838071210886131;0.38;-0.458071210886131
"87";0.205618971547297;0.8;0.594381028452703
"88";1.39717302395149;1.67;0.272826976048507
"89";3.97814980429344;3.61;-0.368149804293435
"90";3.55979059418436;2.46;-1.09979059418436
"91";1.16514254878609;1.17;0.00485745121390613
"92";0.737378118936158;0.66;-0.0773781189361576
"93";0.640775891541751;0.47;-0.170775891541751
"94";0.62353840935346;0.44;-0.18353840935346
"95";0.445670278069826;0.5;0.0543297219301742
"96";0.524819110560085;0.48;-0.0448191105600854
"97";0.562786011508451;0.5;-0.062786011508451
"98";0.502582376020608;0.74;0.237417623979392
"99";0.913183995251956;0.84;-0.0731839952519564
"100";2.06971607290022;1.19;-0.879716072900224
"101";1.89772423547496;7;5.10227576452504
"102";6.09865280932191;7.95;1.85134719067809
"103";4.53922344751002;2.96;-1.57922344751002
"104";0.326696645321015;1.14;0.813303354678985
"105";0.942086012386607;0.5;-0.442086012386607
"106";0.579529184074624;0.63;0.0504708159253757
"107";0.737355152099598;0.73;-0.00735515209959825
"108";0.472054325430129;0.5;0.0279456745698711
"109";0.980557224239487;0.5;-0.480557224239487
"110";0.836280355308804;0.56;-0.276280355308804
"111";-0.0177713422347451;1.16;1.17777134223474
"112";3.50026293314458;1.1;-2.40026293314458
"113";4.15211750174515;4.86;0.707882498254848
"114";5.4727080782793;9.81;4.3372919217207
"115";7.50878614296099;2.72;-4.78878614296099
"116";-1.20647908424328;2.01;3.21647908424328
"117";2.45938283214219;0.92;-1.53938283214219
"118";0.18828214446891;0.52;0.33171785553109
"119";1.26477527737347;0.51;-0.754775277373472
"120";0.0240365502197089;0.55;0.525963449780291
"121";1.0519073236368;0.42;-0.631907323636805
"122";0.865715866098378;0.54;-0.325715866098378
"123";0.718069313316318;1.11;0.391930686683682
"124";1.39546998880952;1.43;0.0345300111904789
"125";6.16710114232088;5.49;-0.677101142320884
"126";5.18570492855553;6.32;1.13429507144447
"127";4.25344444387529;1.77;-2.48344444387529
"128";0.40880550979956;0.87;0.46119449020044
"129";0.966325026120238;0.52;-0.446325026120238
"130";0.455582250055327;0.36;-0.0955822500553274
"131";0.626486325911742;0.49;-0.136486325911742
"132";0.511223232608629;0.49;-0.0212232326086289
"133";0.606995468920771;0.46;-0.146995468920771
"134";0.918636438973891;0.42;-0.498636438973891
"135";0.395224242293715;0.55;0.154775757706285
"136";2.24508952959357;1.57;-0.675089529593568
"137";4.41446493425726;4.45;0.035535065742736
"138";3.92530061744257;5.62;1.69469938255743
"139";3.50633236154674;2.87;-0.636332361546739
"140";1.11512205559267;1.66;0.544877944407328
"141";1.10343599223644;1.08;-0.0234359922364362
"142";0.725211331390176;0.89;0.164788668609824
"143";0.852933216006738;0.8;-0.0529332160067381
"144";0.657583827037477;0.52;-0.137583827037477
